行政區,段小段,地號,標示部面積,所有權登記次序,所有權持分類別,所有權持分分母,所有權持分分子,公告地價,申報地價,核定申報地價情形
中正區,臨沂段四小段,03150000,2113.0,0001,A,1,1,"134,502","134,502",按公告地價100%申報
中正區,臨沂段四小段,03160000,2388.0,0001,A,1,1,"134,070","134,070",按公告地價100%申報
中正區,成功段一小段,01210000,1521.0,0001,,7025,594,"110,146","110,146",按公告地價100%申報
中正區,成功段一小段,01210001,1915.0,0001,,7025,594,"110,146","110,146",按公告地價100%申報
中正區,成功段一小段,01220000,2303.0,0001,,7025,594,"110,146","110,146",按公告地價100%申報
中正區,成功段一小段,01220002,16.0,0001,,7025,594,"110,146","110,146",按公告地價100%申報
中正區,成功段一小段,02380000,5655.0,0001,A,1,1,"133,382","133,382",按公告地價100%申報
中正區,成功段一小段,02400000,4101.0,0001,A,1,1,"135,566","135,566",按公告地價100%申報
中正區,公園段二小段,00090000,49.0,0001,A,1,1,"239,800","239,800",按公告地價100%申報
中正區,公園段二小段,00180000,103.0,0001,A,1,1,"217,000","217,000",按公告地價100%申報
中正區,公園段二小段,00170000,4.0,0001,A,1,1,"217,000","217,000",按公告地價100%申報
中正區,公園段二小段,00160000,45.0,0001,A,1,1,"239,800","239,800",按公告地價100%申報
中正區,公園段二小段,00150000,16.0,0001,A,1,1,"239,800","239,800",按公告地價100%申報
中正區,公園段二小段,00140000,43.0,0001,A,1,1,"239,800","239,800",按公告地價100%申報
中正區,公園段二小段,00130000,15.0,0001,A,1,1,"239,800","239,800",按公告地價100%申報
中正區,公園段二小段,00120000,43.0,0001,A,1,1,"239,800","239,800",按公告地價100%申報
中正區,公園段二小段,00110000,14.0,0001,A,1,1,"239,800","239,800",按公告地價100%申報
中正區,公園段二小段,00100000,52.0,0001,A,1,1,"239,800","239,800",按公告地價100%申報
中正區,公園段二小段,00350000,174.0,0001,A,1,1,"217,491","217,491",按公告地價100%申報
中正區,公園段二小段,00340000,707.0,0001,A,1,1,"217,491","217,491",按公告地價100%申報
中正區,公園段二小段,00330000,2328.0,0001,A,1,1,"159,578","159,578",按公告地價100%申報
中正區,公園段二小段,00320000,518.0,0001,A,1,1,"190,874","190,874",按公告地價100%申報
中正區,公園段二小段,00310000,100.0,0001,A,1,1,"190,874","190,874",按公告地價100%申報
中正區,公園段二小段,00300000,21.0,0001,A,1,1,"214,000","214,000",按公告地價100%申報
中正區,公園段二小段,00290000,17.0,0001,A,1,1,"217,000","217,000",按公告地價100%申報
中正區,公園段二小段,00280000,57.0,0001,A,1,1,"217,000","217,000",按公告地價100%申報
中正區,公園段二小段,00270000,4.0,0001,A,1,1,"217,000","217,000",按公告地價100%申報
中正區,公園段二小段,00520000,29.0,0001,A,1,1,"178,203","178,203",按公告地價100%申報
中正區,公園段二小段,00510000,239.0,0001,A,1,1,"178,203","178,203",按公告地價100%申報
中正區,公園段二小段,00500000,16.0,0001,A,1,1,"176,841","176,841",按公告地價100%申報
中正區,公園段二小段,00490000,129.0,0001,A,1,1,"176,841","176,841",按公告地價100%申報
中正區,公園段二小段,00480000,565.0,0001,A,1,1,"201,035","201,035",按公告地價100%申報
中正區,公園段二小段,00470000,67.0,0001,A,1,1,"201,035","201,035",按公告地價100%申報
中正區,公園段二小段,00460000,11.0,0001,A,1,1,"159,578","159,578",按公告地價100%申報
中正區,公園段二小段,00450000,87.0,0001,A,1,1,"228,452","228,452",按公告地價100%申報
中正區,公園段二小段,00440000,17.0,0001,A,1,1,"228,452","228,452",按公告地價100%申報
中正區,城中段一小段,06990000,541.0,0001,A,1,1,"142,455","142,455",按公告地價100%申報
中正區,城中段一小段,06790000,21.0,0001,A,1,1,"154,000","154,000",按公告地價100%申報
中正區,城中段一小段,06780000,8.0,0001,A,1,1,"154,000","154,000",按公告地價100%申報
中正區,城中段一小段,03970000,235.0,0001,A,1,1,"154,000","154,000",按公告地價100%申報
中正區,城中段一小段,03960000,75.0,0001,A,1,1,"154,000","154,000",按公告地價100%申報
中正區,公園段二小段,03400000,263.0,0001,A,1,1,"350,481","350,481",按公告地價100%申報
中正區,公園段二小段,03390000,113.0,0001,A,1,1,"350,481","350,481",按公告地價100%申報
中正區,公園段二小段,03370000,166.0,0001,A,1,1,"302,200","302,200",按公告地價100%申報
中正區,公園段二小段,03360000,301.0,0001,A,1,1,"302,200","302,200",按公告地價100%申報
中正區,城中段一小段,07270002,15.0,0001,A,1,1,"170,000","170,000",按公告地價100%申報
中正區,城中段一小段,07270001,21.0,0001,A,1,1,"170,000","170,000",按公告地價100%申報
中正區,城中段一小段,07270000,80.0,0001,A,1,1,"169,935","169,935",按公告地價100%申報
中正區,城中段一小段,07260000,15.0,0001,A,1,1,"170,000","170,000",按公告地價100%申報
中正區,城中段一小段,07250000,75.0,0001,A,1,1,"170,000","170,000",按公告地價100%申報
中正區,城中段一小段,07240000,76.0,0001,A,1,1,"168,796","168,796",按公告地價100%申報
中正區,城中段一小段,07230000,17.0,0001,A,1,1,"168,796","168,796",按公告地價100%申報
中正區,城中段一小段,07220000,3.0,0001,A,1,1,"204,000","204,000",按公告地價100%申報
中正區,城中段一小段,07210000,7.0,0001,A,1,1,"204,000","204,000",按公告地價100%申報
中正區,城中段一小段,07410001,159.0,0001,A,1,1,"142,000","142,000",按公告地價100%申報
中正區,城中段一小段,07410000,642.0,0001,A,1,1,"142,000","142,000",按公告地價100%申報
中正區,城中段一小段,07400000,307.0,0001,A,1,1,"229,344","229,344",按公告地價100%申報
中正區,城中段一小段,07390000,59.0,0001,A,1,1,"229,344","229,344",按公告地價100%申報
中正區,城中段一小段,07380000,18.0,0001,A,1,1,"238,119","238,119",按公告地價100%申報
中正區,城中段一小段,07370000,83.0,0001,A,1,1,"238,119","238,119",按公告地價100%申報
中正區,城中段一小段,07360000,57.0,0001,A,1,1,"272,919","272,919",按公告地價100%申報
中正區,城中段一小段,07350000,17.0,0001,A,1,1,"272,919","272,919",按公告地價100%申報
中正區,城中段一小段,07340000,64.0,0001,A,1,1,"297,652","297,652",按公告地價100%申報
中正區,城中段二小段,05560000,96.0,0001,A,1,1,"295,000","295,000",按公告地價100%申報
中正區,城中段二小段,05550000,405.0,0001,A,1,1,"295,000","295,000",按公告地價100%申報
中正區,城中段二小段,05540001,124.0,0001,A,1,1,"142,000","142,000",按公告地價100%申報
中正區,城中段二小段,05540000,717.0,0001,A,1,1,"142,000","142,000",按公告地價100%申報
中正區,城中段二小段,02000001,11.0,0001,A,1,1,"221,100","221,100",按公告地價100%申報
中正區,城中段二小段,02000000,178.0,0001,A,1,1,"261,592","261,592",按公告地價100%申報
中正區,城中段二小段,01990001,33.0,0001,A,1,1,"221,100","221,100",按公告地價100%申報
中正區,城中段二小段,01990000,372.0,0001,A,1,1,"261,592","261,592",按公告地價100%申報
中正區,城中段二小段,01820000,183.0,0001,A,1,1,"206,030","206,030",按公告地價100%申報
中正區,城中段二小段,05820000,165.0,0001,A,1,1,"231,694","231,694",按公告地價100%申報
中正區,城中段二小段,05810000,129.0,0001,A,1,1,"231,694","231,694",按公告地價100%申報
中正區,城中段二小段,01810000,18.0,0001,A,1,1,"206,030","206,030",按公告地價100%申報
中正區,城中段一小段,07430002,49.0,0001,A,1,1,"176,000","176,000",按公告地價100%申報
中正區,城中段一小段,07430001,22.0,0001,A,1,1,"176,000","176,000",按公告地價100%申報
中正區,城中段一小段,07430000,74.0,0001,A,1,1,"180,048","180,048",按公告地價100%申報
中正區,城中段一小段,07420002,223.0,0001,A,1,1,"176,000","176,000",按公告地價100%申報
中正區,城中段一小段,07420001,58.0,0001,A,1,1,"176,000","176,000",按公告地價100%申報
中正區,城中段一小段,07420000,314.0,0001,A,1,1,"180,048","180,048",按公告地價100%申報
中正區,城中段一小段,07410002,376.0,0001,A,1,1,"142,000","142,000",按公告地價100%申報
中正區,城中段一小段,07330000,93.0,0001,A,1,1,"297,652","297,652",按公告地價100%申報
中正區,城中段一小段,07320000,76.0,0001,A,1,1,"192,776","192,776",按公告地價100%申報
中正區,城中段一小段,07310000,17.0,0001,A,1,1,"192,776","192,776",按公告地價100%申報
中正區,城中段一小段,07300000,18.0,0001,A,1,1,"172,785","172,785",按公告地價100%申報
中正區,城中段一小段,07290000,76.0,0001,A,1,1,"172,785","172,785",按公告地價100%申報
中正區,城中段一小段,07280002,80.0,0001,A,1,1,"170,000","170,000",按公告地價100%申報
中正區,城中段一小段,07280001,57.0,0001,A,1,1,"170,000","170,000",按公告地價100%申報
中正區,城中段一小段,07280000,349.0,0001,A,1,1,"169,935","169,935",按公告地價100%申報
中正區,城中段一小段,07200000,81.0,0001,A,1,1,"180,080","180,080",按公告地價100%申報
中正區,城中段一小段,07190000,19.0,0001,A,1,1,"180,080","180,080",按公告地價100%申報
中正區,城中段一小段,07180000,18.0,0001,A,1,1,"193,974","193,974",按公告地價100%申報
中正區,城中段一小段,07170000,78.0,0001,A,1,1,"193,974","193,974",按公告地價100%申報
中正區,城中段一小段,07160000,128.0,0001,A,1,1,"210,772","210,772",按公告地價100%申報
中正區,城中段一小段,07150000,102.0,0001,A,1,1,"210,772","210,772",按公告地價100%申報
中正區,城中段一小段,07030000,468.0,0001,A,1,1,"170,000","170,000",按公告地價100%申報
中正區,城中段一小段,07020000,115.0,0001,A,1,1,"170,000","170,000",按公告地價100%申報
中正區,公園段二小段,00600000,79.0,0001,A,1,1,"281,197","281,197",按公告地價100%申報
中正區,公園段二小段,00590000,114.0,0001,A,1,1,"281,197","281,197",按公告地價100%申報
中正區,公園段二小段,00580000,18.0,0001,A,1,1,"265,385","265,385",按公告地價100%申報
中正區,公園段二小段,00570000,69.0,0001,A,1,1,"265,385","265,385",按公告地價100%申報
中正區,公園段二小段,00560000,18.0,0001,A,1,1,"246,713","246,713",按公告地價100%申報
中正區,公園段二小段,00550000,69.0,0001,A,1,1,"246,713","246,713",按公告地價100%申報
中正區,公園段二小段,00540000,24.0,0001,A,1,1,"243,000","243,000",按公告地價100%申報
中正區,公園段二小段,00530000,91.0,0001,A,1,1,"243,000","243,000",按公告地價100%申報
中正區,公園段二小段,00430000,84.0,0001,A,1,1,"228,901","228,901",按公告地價100%申報
中正區,公園段二小段,00420000,17.0,0001,A,1,1,"228,901","228,901",按公告地價100%申報
中正區,公園段二小段,00410000,114.0,0001,A,1,1,"227,113","227,113",按公告地價100%申報
中正區,公園段二小段,00400000,22.0,0001,A,1,1,"227,113","227,113",按公告地價100%申報
中正區,公園段二小段,00390000,316.0,0001,A,1,1,"265,890","265,890",按公告地價100%申報
中正區,公園段二小段,00380000,133.0,0001,A,1,1,"265,890","265,890",按公告地價100%申報
中正區,公園段二小段,00370000,102.0,0001,A,1,1,"212,880","212,880",按公告地價100%申報
中正區,公園段二小段,00360000,23.0,0001,A,1,1,"212,880","212,880",按公告地價100%申報
中正區,公園段二小段,00260000,327.0,0001,A,1,1,"214,000","214,000",按公告地價100%申報
中正區,公園段二小段,00250000,9.0,0001,A,1,1,"214,000","214,000",按公告地價100%申報
中正區,公園段二小段,00240000,1.0,0001,A,1,1,"159,578","159,578",按公告地價100%申報
中正區,公園段二小段,00230000,508.0,0001,A,1,1,"217,000","217,000",按公告地價100%申報
中正區,公園段二小段,00220000,19.0,0001,A,1,1,"217,000","217,000",按公告地價100%申報
中正區,公園段二小段,00210000,2.0,0001,A,1,1,"159,578","159,578",按公告地價100%申報
中正區,公園段二小段,00200000,117.0,0001,A,1,1,"217,000","217,000",按公告地價100%申報
中正區,公園段二小段,00190000,5.0,0001,A,1,1,"217,000","217,000",按公告地價100%申報
中正區,成功段一小段,02440000,1130.0,0001,A,1,1,"120,000","120,000",按公告地價100%申報
中正區,成功段一小段,02380001,28.0,0001,A,1,1,"158,000","158,000",按公告地價100%申報
中正區,成功段一小段,01220003,1.0,0001,,7025,594,"110,146","110,146",按公告地價100%申報
中正區,成功段一小段,01220001,1321.0,0001,,7025,594,"110,146","110,146",按公告地價100%申報
中正區,成功段一小段,01210002,232.0,0001,,7025,594,"110,146","110,146",按公告地價100%申報
中正區,城中段二小段,06200000,131.0,0001,A,1,1,"239,920","268,710",申報地價超過公告地價100%未滿120%
中正區,城中段二小段,06210000,19.0,0001,A,1,1,"239,920","268,710",申報地價超過公告地價100%未滿120%
中正區,福和段二小段,02230000,5141.0,0040,,42,7,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,02420000,2780.0,0043,,42,7,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,02420001,226.0,0043,,42,7,"59,900","71,880",按公告地價120%申報
中正區,永昌段四小段,01990000,404.0,0001,A,1,1,"87,821","87,821",按公告地價100%申報
中正區,永昌段四小段,02390004,697.0,0001,A,1,1,"78,541","78,541",按公告地價100%申報
中正區,永昌段四小段,02420001,57.0,0001,A,1,1,"92,142","92,142",按公告地價100%申報
中正區,永昌段四小段,02390000,812.0,0001,A,1,1,"68,900","68,900",按公告地價100%申報
中正區,永昌段四小段,02420000,687.0,0001,A,1,1,"94,210","94,210",按公告地價100%申報
中正區,永昌段四小段,02390002,610.0,0001,A,1,1,"81,052","81,052",按公告地價100%申報
中正區,永昌段四小段,02420002,13.0,0001,A,1,1,"88,008","88,008",按公告地價100%申報
中正區,南海段五小段,06920000,180.0,0001,A,1,1,"109,638","109,638",按公告地價100%申報
中正區,永昌段四小段,02390003,486.0,0001,A,1,1,"74,431","74,431",按公告地價100%申報
中正區,永昌段五小段,00040000,2098.0,0001,A,1,1,"62,285","62,285",按公告地價100%申報
中正區,永昌段五小段,00410000,2591.0,0001,A,1,1,"67,201","67,201",按公告地價100%申報
中正區,福和段二小段,02230000,5141.0,0045,,42,2,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,02420000,2780.0,0047,,42,2,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,02420001,226.0,0047,,42,2,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800000,10224.0,0031,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800009,19881.0,0031,,563496,1049,"59,906","71,887",按公告地價120%申報
中正區,福和段二小段,01800006,194.0,0031,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800007,2589.0,0031,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800003,1197.0,0031,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800008,1841.0,0031,,563496,1049,"72,859","87,430",按公告地價120%申報
中正區,福和段二小段,01800004,1135.0,0031,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800005,8166.0,0031,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800010,97.0,0031,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,02230000,5141.0,0034,,24,1,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,02420001,226.0,0037,,24,1,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,02420000,2780.0,0037,,24,1,"59,900","71,880",按公告地價120%申報
中正區,永昌段二小段,04790002,16.0,0003,,3,1,"68,900","82,680",按公告地價120%申報
中正區,福和段二小段,02230000,5141.0,0044,,42,2,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,02420000,2780.0,0046,,60900,2699,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,02420001,226.0,0046,,60900,2699,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800000,10224.0,0033,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800007,2589.0,0033,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800009,19881.0,0033,,563496,1049,"59,906","71,887",按公告地價120%申報
中正區,福和段二小段,01800008,1841.0,0033,,563496,1049,"72,859","87,430",按公告地價120%申報
中正區,福和段二小段,01800004,1135.0,0033,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800003,1197.0,0033,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800010,97.0,0033,,563496,1049,"59,900","71,880",按公告地價120%申報
中正區,福和段二小段,01800006,194.0,0033,,563496,1049,"59,900","71,880",按公告地價120%申報
